elapsed_ms,cpu_pct
1091,45
2572,45
4016,38
5480,65
6936,45
8397,48
9851,46
11307,47
12771,42
14229,29
15689,43
17143,28
18594,46
20055,56
21519,35
22978,24
24456,26
25912,37
27364,45
28825,35
30285,32
31732,33
33187,40
34639,48
36099,28
37559,56
39005,31
40455,38
41906,29
43367,54
44821,48
46287,23
47750,33
49201,39
50654,51
52114,28
53581,36
55043,13
56500,34
57940,41
59385,58
60852,60
62317,30
63774,50
65234,54
66706,70
68180,32
69633,48
71107,40
72567,40
74016,38
75475,37
76960,59
78421,37
