elapsed_ms,cpu_pct
1094,43
2582,57
4034,60
5491,69
6948,42
8411,31
9858,44
11303,47
12747,47
14204,41
15657,42
17097,41
18553,43
20010,37
21474,40
22924,45
24390,80
25859,45
27312,46
28758,41
30202,46
31649,34
33099,40
34557,46
36024,54
37476,44
38920,63
40380,71
41817,32
43270,59
44719,60
46166,83
47619,66
49069,66
50525,44
51962,35
53414,51
54862,46
56331,76
57787,62
