elapsed_ms,cpu_pct
1106,53
2591,43
4055,74
5513,60
6956,49
8392,52
9834,52
11271,58
12720,70
14164,82
15613,57
17053,43
18521,56
19965,39
21415,31
22860,32
24300,43
25742,27
27262,51
28704,43
30134,21
31581,23
33012,68
34463,51
35911,43
37366,56
38829,76
40263,40
