elapsed_ms,cpu_pct
1082,49
2569,40
4038,39
5493,32
6943,35
8397,32
9870,36
11318,39
12772,40
14227,62
15671,21
17115,12
18562,28
20022,30
21465,20
22914,35
24356,37
25815,49
27262,28
28709,48
30154,34
31599,32
33050,41
34493,40
35947,49
37414,26
38867,26
40317,46
41762,51
43225,62
44683,76
46158,57
47617,40
49082,39
50569,40
52031,45
53528,46
55018,37
56488,65
57968,51
59479,74
60950,40
62406,45
63873,43
65345,37
66813,36
68282,50
69745,50
