elapsed_ms,cpu_pct
1074,56
2574,76
4030,79
5498,94
6938,69
8391,54
9848,64
11289,59
12729,83
14199,64
15650,57
17094,57
18548,59
20001,94
21839,91
23330,97
24790,74
26252,79
