elapsed_ms,cpu_pct
1085,74
2585,76
4031,68
5489,74
6939,63
8398,64
9847,54
11296,53
12749,45
14200,66
15645,71
17096,60
18548,70
19993,60
21453,74
22916,84
24366,65
25817,41
27272,48
28710,51
30157,43
31597,49
