elapsed_ms,cpu_pct
1109,37
2609,38
4078,50
5523,37
6966,35
8413,20
9868,26
11342,25
12797,24
14255,66
15714,48
17166,36
18622,34
20081,33
21543,25
23002,34
24452,20
25903,29
27343,10
28793,41
30236,26
31699,23
33145,25
34603,25
36065,44
37526,46
38974,43
40431,66
41884,41
43342,36
44806,51
46263,34
47707,40
49164,38
50622,65
52083,44
53535,45
54974,26
56424,60
57871,60
59310,62
60755,69
62208,51
63642,44
65101,33
66564,53
68015,34
69469,49
